policyID,county,hu_site_limit,fr_site_limit,tiv_2012,hu_site_deductible
656546,ALACHUA COUNTY,3825,3825,3119.57,76.5
951004,ALACHUA COUNTY,5220,5220,5793.62,104.4
819861,ALACHUA COUNTY,5220,5220,7611.65,104.4
473686,ALACHUA COUNTY,5220,5220,7780.83,104.4
637651,ALACHUA COUNTY,20889,20889,17064.08,0
688438,ALACHUA COUNTY,18108,18108,16899.11,0
484767,ALACHUA COUNTY,2088,2088,2408.83,0
266479,ALACHUA COUNTY,3474,3474,5742.52,0
758229,ALACHUA COUNTY,2700,2700,2642.46,54
286882,ALACHUA COUNTY,810,810,1103.88,16.2
721224,ALACHUA COUNTY,810,810,721.77,16.2
357526,ALACHUA COUNTY,29287.8,29287.8,49819.25,0
471283,ALACHUA COUNTY,73890,73890,81812.86,1477.8
843111,ALACHUA COUNTY,84420,84420,87754.59,1688.4
387071,ALACHUA COUNTY,73890,73890,91577.86,1477.8
640343,ALACHUA COUNTY,6210,6210,9617.95,124.2
582060,ALACHUA COUNTY,786600,786600,607766.49,15732
820364,ALACHUA COUNTY,2700,2700,4409.56,54
625958,ALACHUA COUNTY,101340,101340,110050.38,2026.8
201427,ALACHUA COUNTY,2088,2088,2716.14,0
253466,ALACHUA COUNTY,1874070,1874070,1562929.4,37481.4
598335,ALACHUA COUNTY,1981980,1981980,2472321.85,39639.6
944896,ALACHUA COUNTY,25380,25380,34182.67,507.6
346388,ALACHUA COUNTY,72990,72990,76516.88,1459.8
605170,ALACHUA COUNTY,450,450,568.62,9
269438,ALACHUA COUNTY,2700,2700,3584.93,54
433895,ALACHUA COUNTY,450,450,661.5,9
765606,ALACHUA COUNTY,450,450,466.17,9
682863,ALACHUA COUNTY,450,450,446.75,9
291804,ALACHUA COUNTY,450,450,482.48,9
220809,ALACHUA COUNTY,450,450,493.34,9
498368,ALACHUA COUNTY,450,450,433.87,9
262743,ALACHUA COUNTY,9000,9000,14355.79,180
712339,ALACHUA COUNTY,962550,962550,1509744.27,19251
324913,ALACHUA COUNTY,1050390,1050390,1664447.99,21007.8
415217,ALACHUA COUNTY,166950,166950,145847.52,3339
503903,ALACHUA COUNTY,450,450,621.09,9
552955,ALACHUA COUNTY,2700,2700,3377.62,54
464818,ALACHUA COUNTY,3825,3825,3011.54,76.5
600018,ALACHUA COUNTY,3825,3825,3178.42,76.5
302222,ALACHUA COUNTY,3825,3825,3376.48,76.5
420605,ALACHUA COUNTY,3825,3825,4229.32,76.5
301045,ALACHUA COUNTY,3825,3825,5989.95,76.5
259906,ALACHUA COUNTY,6300,6300,5362.74,126
221378,ALACHUA COUNTY,540,540,938.32,10.8
150874,ALACHUA COUNTY,540,540,712.16,10.8
368266,ALACHUA COUNTY,720,720,797.37,14.4
121963,ALACHUA COUNTY,14400000,14400000,18000000,287589.6
318296,ALACHUA COUNTY,104040,104040,134908.88,2080.8
500078,ALACHUA COUNTY,84420,84420,96329.47,1688.4
201284,ALACHUA COUNTY,84420,84420,118559.87,1688.4
126900,ALACHUA COUNTY,450,450,379.01,9
504747,ALACHUA COUNTY,450,450,530.96,9
142216,ALACHUA COUNTY,123840,123840,142795.94,2476.8
654171,ALACHUA COUNTY,195930,195930,299537.78,3918.6
207069,ALACHUA COUNTY,3825,3825,5708.22,76.5
305813,ALACHUA COUNTY,5220,5220,7216.59,104.4
252986,ALACHUA COUNTY,5220,5220,4659.48,104.4
587738,ALACHUA COUNTY,5220,5220,5243.26,104.4
559257,ALACHUA COUNTY,5220,5220,5752.44,104.4
630829,ALACHUA COUNTY,3474,3474,5028.72,0
170435,ALACHUA COUNTY,3474,3474,3519.74,0
446110,ALACHUA COUNTY,450,450,680.66,9
126764,ALACHUA COUNTY,450,450,563.77,9
699614,ALACHUA COUNTY,450,450,554.9,9
651695,ALACHUA COUNTY,871650,871650,1232363.18,17433
388933,ALACHUA COUNTY,238140,238140,263473.33,4762.8
495236,ALACHUA COUNTY,12240,12240,12820.42,244.8
482055,ALACHUA COUNTY,49320,49320,69399.75,986.4
659171,ALACHUA COUNTY,369630,369630,394234.42,7392.6
725260,ALACHUA COUNTY,110070,110070,97255.1,2201.4
831292,ALACHUA COUNTY,8190,8190,10027.02,163.8
864086,ALACHUA COUNTY,29700,29700,33717.22,594
518164,ALACHUA COUNTY,48690,48690,50170.18,973.8
480208,ALACHUA COUNTY,52740,52740,41010.62,1054.8
136434,ALACHUA COUNTY,16200,16200,12299.04,324
305521,ALACHUA COUNTY,101340,101340,78116.11,2026.8
661198,ALACHUA COUNTY,3330,3330,4945.05,66.6
543851,ALACHUA COUNTY,2700,2700,3101.69,54
267867,ALACHUA COUNTY,90090,90090,120583.66,1801.8
457985,ALACHUA COUNTY,254340,254340,269357.76,5086.8
168548,ALACHUA COUNTY,360090,360090,310066.3,7201.8
185865,ALACHUA COUNTY,593910,593910,880032.08,11878.2
301194,ALACHUA COUNTY,259560,259560,249969.26,5191.2
976776,ALACHUA COUNTY,79290,79290,105123.32,1585.8
152276,ALACHUA COUNTY,47430,47430,47140.11,948.6
871875,ALACHUA COUNTY,155430,155430,245795.6,3108.6
924057,ALACHUA COUNTY,69570,69570,63174.29,1391.4
446667,ALACHUA COUNTY,67500,67500,68125.05,1350
953842,ALACHUA COUNTY,4750290,4750290,6074290.83,95005.8
588692,ALACHUA COUNTY,450,450,569.09,9
313609,ALACHUA COUNTY,450,450,611.84,9
166937,ALACHUA COUNTY,2088,2088,2413.36,0
659005,ALACHUA COUNTY,2088,2088,2776.35,0
133729,ALACHUA COUNTY,2088,2088,2757.16,0
511474,ALACHUA COUNTY,3600,3600,4161.4,72
697765,ALACHUA COUNTY,253934.1,0,267819.22,0
954416,ALACHUA COUNTY,21884.34,0,20216.53,0
838781,ALACHUA COUNTY,33296.69,0,25546.15,0
218842,ALACHUA COUNTY,5081196.43,0,4396108.87,0
571395,ALACHUA COUNTY,7857114.47,0,7310793.59,0
301366,COLUMBIA COUNTY,1849905,1849905,2870127.61,0
387968,ALACHUA COUNTY,402300,402300,381882.47,0
724440,ALACHUA COUNTY,19417.86,0,25929.83,0
581637,ALACHUA COUNTY,3698.64,0,5741.47,0
185905,ALACHUA COUNTY,61027.56,0,45710.62,0
477964,ALACHUA COUNTY,261678.78,0,258930.37,0
361719,ALACHUA COUNTY,142830,142830,100043.13,2856.6
741020,ALACHUA COUNTY,1208520,1208520,1519124.14,24170.4
501178,ALACHUA COUNTY,198360,198360,235443.8,3967.2
465335,ALACHUA COUNTY,147420,147420,130168.91,2948.4
546320,ALACHUA COUNTY,447930,447930,371062.52,8958.6
439420,ALACHUA COUNTY,613350,613350,528962.85,12267
864039,ALACHUA COUNTY,25830,25830,24875.58,516.6
300236,ALACHUA COUNTY,259560,259560,207776.74,5191.2
701602,ALACHUA COUNTY,72990,72990,112813.34,1459.8
362064,ALACHUA COUNTY,72990,72990,99110.2,1459.8
260827,ALACHUA COUNTY,450,450,549.53,9
685917,ALACHUA COUNTY,450,450,590.96,9
136694,ALACHUA COUNTY,450,450,435.66,9
542241,ALACHUA COUNTY,5400,5400,5047.53,108
206988,ALACHUA COUNTY,1080,1080,1236.06,21.6
899207,ALACHUA COUNTY,2700,2700,4394.41,54
698395,ALACHUA COUNTY,3825,3825,3091.88,76.5
972134,ALACHUA COUNTY,3825,3825,3094.39,76.5
936616,ALACHUA COUNTY,3825,3825,5200.71,76.5
129496,ALACHUA COUNTY,3825,3825,4297.48,76.5
976139,ALACHUA COUNTY,3825,3825,4641.59,76.5
251860,ALACHUA COUNTY,3825,3825,3164.04,76.5
540333,ALACHUA COUNTY,3825,3825,5631.65,76.5
542421,ALACHUA COUNTY,3825,3825,5842.89,76.5
433804,ALACHUA COUNTY,3825,3825,5953.47,76.5
770274,ALACHUA COUNTY,251170.86,0,343850.4,0
415424,ALACHUA COUNTY,40838.44,0,35725.46,0
771709,ALACHUA COUNTY,711071,0,728207.81,0
285787,ALACHUA COUNTY,956307.53,0,1057679.96,0
815920,ALACHUA COUNTY,698272.6,0,1291287.6,0
791792,ALACHUA COUNTY,1042863.74,0,1430385.65,0
828529,ALACHUA COUNTY,561917.54,0,656330.92,0
127522,ALACHUA COUNTY,140507.44,0,132567.08,0
460976,ALACHUA COUNTY,481428.77,0,438000.05,0
616700,ALACHUA COUNTY,625070.7,0,558006.86,0
656210,ALACHUA COUNTY,196396.18,0,194095.4,0
418722,ALACHUA COUNTY,22445.28,0,25997.65,0
532196,ALACHUA COUNTY,35227.86,0,27433.77,0
167286,ALACHUA COUNTY,134334.99,0,174007.47,0
536834,ALACHUA COUNTY,24128.67,0,26107.61,0
694034,ALACHUA COUNTY,673358.35,0,958929.62,0
557119,ALACHUA COUNTY,56113.2,0,66707.93,0
594214,ALACHUA COUNTY,117837.71,0,168875.58,0
106447,ALACHUA COUNTY,245775.8,0,275679.34,0
284125,ALACHUA COUNTY,39279.24,0,39761.74,0
655202,ALACHUA COUNTY,14589.43,0,21033.2,0
956632,ALACHUA COUNTY,28056.6,0,37796.05,0
646935,DIXIE COUNTY,945000,0,999500.04,28350
805105,DIXIE COUNTY,16200,0,17951.67,486
747568,DIXIE COUNTY,73615.38,0,81543.76,0
535709,DIXIE COUNTY,44890.56,0,48309.42,0
581041,ALACHUA COUNTY,0,3968692.2,4589193.26,0
660667,ALACHUA COUNTY,148500,148500,234480.02,0
233865,ALACHUA COUNTY,2136870,2136870,2482188.19,42737.4
212800,ALACHUA COUNTY,72990,72990,96756.27,1459.8
408901,ALACHUA COUNTY,72990,72990,80464.18,1459.8
296771,ALACHUA COUNTY,72990,72990,67540.86,1459.8
138288,ALACHUA COUNTY,450,450,563.28,9
750982,ALACHUA COUNTY,450,450,686.16,9
905318,ALACHUA COUNTY,450,450,639.07,9
662289,ALACHUA COUNTY,3600,3600,2687.39,72
764386,ALACHUA COUNTY,6300,6300,4994.59,126
424964,ALACHUA COUNTY,21870,21870,30878.69,437.4
306022,ALACHUA COUNTY,3825,3825,3707.23,76.5
431081,ALACHUA COUNTY,3825,3825,5166.23,76.5
519923,ALACHUA COUNTY,3825,3825,4167.35,76.5
823053,ALACHUA COUNTY,3825,3825,5657.02,76.5
646658,ALACHUA COUNTY,450,450,417.17,9
268806,ALACHUA COUNTY,450,450,477.22,9
576903,ALACHUA COUNTY,720,720,902.02,14.4
120617,ALACHUA COUNTY,370749.6,0,361327.37,0
739346,ALACHUA COUNTY,635785.2,0,1007827.63,0
176905,ALACHUA COUNTY,751500,751500,749192.9,22545
881403,CLAY COUNTY,10935,10935,13790.17,0
890018,CLAY COUNTY,177534.72,0,141118.8,0
298166,CLAY COUNTY,627738.04,0,500407.66,0
201251,CLAY COUNTY,3793.74,0,4556.99,0
484359,CLAY COUNTY,15380.04,0,19675.07,0
230940,CLAY COUNTY,41013.43,0,75965.08,0
672013,CLAY COUNTY,28869.12,0,36371.45,0
315790,CLAY COUNTY,28869.12,0,38460.59,0
323040,CLAY COUNTY,134724.42,0,174062.87,0
858397,CLAY COUNTY,141864.26,0,244043.98,0
413161,CLAY COUNTY,15150.56,0,20478.21,0
506347,CLAY COUNTY,553388.33,0,777222.85,0
767514,CLAY COUNTY,63259.77,0,50163.99,0
632481,CLAY COUNTY,25467.53,0,32139.9,0
703886,CLAY COUNTY,78558.47,0,77405.24,0
992295,CLAY COUNTY,35912.45,0,47885.65,0
662150,CLAY COUNTY,70478.17,0,69296.82,0
810240,ALACHUA COUNTY,298539.9,0,340335.49,0
570805,MARION COUNTY,303242.4,303242.4,471875.5,0
426375,MARION COUNTY,156250.28,0,214926.64,0
847430,MARION COUNTY,260417.14,0,360852.22,0
729735,ALACHUA COUNTY,198000,198000,283140,0
361660,ALACHUA COUNTY,126360,126360,199653.85,0
305757,PUTNAM COUNTY,1043266.77,0,1173205.65,0
106478,MARION COUNTY,252000,252000,357633.36,0
876369,ALACHUA COUNTY,139050,139050,187717.5,0
586559,ALACHUA COUNTY,104490,104490,117776.95,0
751981,MARION COUNTY,18000,18000,28791.27,0
726513,ALACHUA COUNTY,39510.39,0,64809.28,0
446471,ALACHUA COUNTY,9832.12,0,11999.95,0
711093,ALACHUA COUNTY,169985.61,0,283062.76,0
343094,ALACHUA COUNTY,651600,651600,855024.31,32580
638391,MARION COUNTY,13467.17,0,14817.2,0
235507,MARION COUNTY,253785.39,0,317892.09,0
698136,LEVY COUNTY,380609.1,0,557910.52,0
876161,ALACHUA COUNTY,1557000,1557000,1666924.2,31140
539269,ALACHUA COUNTY,6020061.3,6020061.3,6348154.64,0
132747,ALACHUA COUNTY,256923,256923,212103.3,0
277402,ALACHUA COUNTY,230400,230400,252614.25,0
896805,ALACHUA COUNTY,843750,843750,884911.5,16875
273019,ALACHUA COUNTY,70650,70650,58392.23,1413
768471,ALACHUA COUNTY,72990,72990,116982.53,1459.8
633213,ALACHUA COUNTY,72990,72990,77460.05,1459.8
453462,ALACHUA COUNTY,2700,2700,3340.01,54
274159,ALACHUA COUNTY,296730,296730,323829.76,5934.6
429609,ALACHUA COUNTY,3825,3825,4763.55,76.5
869566,ALACHUA COUNTY,1999710,1999710,2882461.98,39994.2
333942,ALACHUA COUNTY,6480,6480,7797.77,129.6
387575,ALACHUA COUNTY,601893,601893,476846.12,0
290904,ALACHUA COUNTY,1723050,1723050,2466890.69,34461
972222,ALACHUA COUNTY,2430,2430,3836.29,48.6
879685,ALACHUA COUNTY,7650,7650,8681.5,153
953191,ALACHUA COUNTY,43470,43470,40913.27,869.4
521304,ALACHUA COUNTY,55440,55440,67721.62,1108.8
830680,ALACHUA COUNTY,450,450,608.61,9
439619,ALACHUA COUNTY,450,450,418.52,9
104374,ALACHUA COUNTY,450,450,443.61,9
837140,ALACHUA COUNTY,2070,2070,2911.46,41.4
903742,ALACHUA COUNTY,2250,2250,3561.52,45
518796,ALACHUA COUNTY,2250,2250,4062.15,45
710822,ALACHUA COUNTY,2250,2250,3606.12,45
870208,ALACHUA COUNTY,2700,2700,3894.16,54
481611,ALACHUA COUNTY,900,900,931.95,18
176635,ALACHUA COUNTY,900,900,1340.07,18
410016,ALACHUA COUNTY,145980,145980,122933.85,2919.6
620223,ALACHUA COUNTY,5211,5211,7053.61,0
543942,ALACHUA COUNTY,5211,5211,6108.06,0
819173,ALACHUA COUNTY,12546,12546,16736.68,0
393536,ALACHUA COUNTY,18108,18108,14082.59,0
381133,ALACHUA COUNTY,5040,5040,8522.59,100.8
868538,ALACHUA COUNTY,3600,3600,4066.37,72
786415,ALACHUA COUNTY,3600,3600,4041.72,72
664665,ALACHUA COUNTY,810,810,1092.04,16.2
459492,ALACHUA COUNTY,810,810,1321.97,16.2
928371,ALACHUA COUNTY,16740,16740,22184.05,334.8
776180,ALACHUA COUNTY,2057040,2057040,1839438.08,41140.8
625662,ALACHUA COUNTY,72990,72990,86081.49,1459.8
645413,ALACHUA COUNTY,1800,1800,1789.34,36
592202,ALACHUA COUNTY,79740,79740,133829.24,1594.8
330131,ALACHUA COUNTY,726975,726975,940984.81,14539.5
349576,ALACHUA COUNTY,3825,3825,6017.49,76.5
193853,ALACHUA COUNTY,3825,3825,3756.49,76.5
856637,ALACHUA COUNTY,3825,3825,6180.68,76.5
574062,ALACHUA COUNTY,3825,3825,3658,76.5
565871,ALACHUA COUNTY,3825,3825,4468.37,76.5
520968,ALACHUA COUNTY,3825,3825,5252.98,76.5
780794,ALACHUA COUNTY,3825,3825,3644.65,76.5
412864,ALACHUA COUNTY,3825,3825,5206.16,76.5
139123,ALACHUA COUNTY,3825,3825,3703.14,76.5
700522,ALACHUA COUNTY,3825,3825,5564.9,76.5
816239,ALACHUA COUNTY,3825,3825,6188.79,76.5
430786,ALACHUA COUNTY,206439.3,0,325319.44,0
783574,ALACHUA COUNTY,16705.2,0,21216.94,0
773306,ALACHUA COUNTY,9270000,0,13680000,0
907794,ALACHUA COUNTY,67335.83,0,73564.4,0
448405,ALACHUA COUNTY,76313.95,0,90477.81,0
634073,ALACHUA COUNTY,97636.96,0,111027.87,0
725495,ALACHUA COUNTY,97636.96,0,91750.23,0
617731,ALACHUA COUNTY,86414.32,0,111162.52,0
423691,ALACHUA COUNTY,86414.32,0,90527.64,0
885786,ALACHUA COUNTY,67335.83,0,88334.92,0
662352,ALACHUA COUNTY,76313.95,0,100028.5,0
472175,ALACHUA COUNTY,76313.95,0,110220.23,0
711972,ALACHUA COUNTY,67335.83,0,64649.54,0
570139,ALACHUA COUNTY,86414.32,0,85045.69,0
689910,ALACHUA COUNTY,97636.96,0,74551.68,0
818955,MARION COUNTY,659748.98,0,933373.27,0
141014,DIXIE COUNTY,113464.8,113464.8,127006.6,0
744296,DIXIE COUNTY,106139.7,106139.7,155817.33,0
310528,DIXIE COUNTY,1655.34,0,1729.52,0
553445,DIXIE COUNTY,179674.45,0,278567.27,0
643885,DIXIE COUNTY,336005.81,0,284344.25,0
434073,DIXIE COUNTY,323212.01,0,327050.47,0
874806,DIXIE COUNTY,323212.01,0,326411.48,0
437207,DIXIE COUNTY,6733.58,0,9318.85,0
414688,DIXIE COUNTY,154872.42,0,129084.61,0
200837,DIXIE COUNTY,67335.83,0,81461.41,0
878797,DIXIE COUNTY,44890.56,0,64905.01,0
890540,DIXIE COUNTY,142527.52,0,221248.31,0
320663,DIXIE COUNTY,420848.97,0,440586.78,0
424313,DIXIE COUNTY,322650.87,0,502739.1,0
763644,DIXIE COUNTY,23118.64,0,30258.16,0
266529,LEVY COUNTY,458797.71,0,408634.6,0
107496,MARION COUNTY,316710,316710,491328.06,0
550768,MARION COUNTY,228563.1,228563.1,300043.92,0
549765,MARION COUNTY,190733.4,190733.4,232256.06,0
444395,MARION COUNTY,3690,3690,5040.26,0
370819,MARION COUNTY,385933.5,0,304976.23,0
775235,MARION COUNTY,7938.74,0,8619.09,0
539443,MARION COUNTY,1894708.31,0,2898107.93,0
318847,MARION COUNTY,6283940.04,0,9810000,0
800870,MARION COUNTY,295026.35,0,350278.88,0
102520,MARION COUNTY,521859.45,0,644767.79,0
714060,MARION COUNTY,28056.6,0,34856.39,0
701476,MARION COUNTY,15828.41,0,17836.59,0
732949,GILCHRIST COUNTY,482400,482400,511292.87,0
328456,GILCHRIST COUNTY,292500,292500,311775.75,0
853914,LEVY COUNTY,391927.5,0,539260.89,0
259426,LEVY COUNTY,235460.77,0,220018.31,0
708797,LEVY COUNTY,388437.24,0,570488.83,0
442200,GILCHRIST COUNTY,20617.92,0,28831.1,0
409540,GILCHRIST COUNTY,16055.27,0,17330.32,0
871096,GILCHRIST COUNTY,2986.71,0,4742.7,0
789151,GILCHRIST COUNTY,29230.02,0,25437.83,0
941813,GILCHRIST COUNTY,19898.28,0,33160.48,0
750055,GILCHRIST COUNTY,70607.42,0,106371.2,0
191365,GILCHRIST COUNTY,16000.22,0,16923.24,0
636585,GILCHRIST COUNTY,37213.9,0,55274.04,0
365020,GILCHRIST COUNTY,1079.46,0,1256.39,0
560625,GILCHRIST COUNTY,451.25,0,642.17,0
357094,GILCHRIST COUNTY,270601.8,0,355008.99,0
335514,GILCHRIST COUNTY,107331.73,0,154183.32,0
914559,GILCHRIST COUNTY,18491.44,0,15198.85,0
418218,GILCHRIST COUNTY,416306.53,0,640221.16,0
849344,GILCHRIST COUNTY,345662.73,0,554871.65,0
222081,GILCHRIST COUNTY,196756,0,350115.49,0
976893,GILCHRIST COUNTY,43632.67,0,45116.18,0
270844,GILCHRIST COUNTY,799354.92,0,1097354.43,0
312422,GILCHRIST COUNTY,2313659.28,0,3420236.23,0
467960,GILCHRIST COUNTY,52638.67,0,55180.01,0
647854,GILCHRIST COUNTY,47098.05,0,64117.4,0
160665,GILCHRIST COUNTY,29567.16,0,44109.83,0
352051,GILCHRIST COUNTY,80066.8,0,62540.17,0
151509,GILCHRIST COUNTY,1294329.41,0,1049960.02,0
997841,GILCHRIST COUNTY,1400585.36,0,2181859.88,0
699237,GILCHRIST COUNTY,15092.21,0,17413.75,0
246833,GILCHRIST COUNTY,56562.1,0,53519.06,0
860564,GILCHRIST COUNTY,90714.84,0,124846.84,0
350442,GILCHRIST COUNTY,324303.97,0,269023.11,0
618365,GILCHRIST COUNTY,28056.6,0,39916.68,0
150582,GILCHRIST COUNTY,5611.32,0,6866.99,0
826562,GILCHRIST COUNTY,143818.12,0,215202.53,0
434248,GILCHRIST COUNTY,51063.01,0,93292.12,0
917073,GILCHRIST COUNTY,166959.2,0,191151.59,0
574629,ALACHUA COUNTY,59130,59130,70380.55,1182.6
686094,ALACHUA COUNTY,72990,72990,84217.61,1459.8
727522,ALACHUA COUNTY,37179,37179,60313.63,0
982658,ALACHUA COUNTY,5220,5220,6694.32,104.4
571177,ALACHUA COUNTY,127980,127980,167511.49,2559.6
405221,ALACHUA COUNTY,450,450,624.94,9
194198,ALACHUA COUNTY,810,810,1266.26,16.2
878537,ALACHUA COUNTY,2700,2700,2627.38,54
588495,ALACHUA COUNTY,450,450,342.06,9
240327,ALACHUA COUNTY,630,630,515.97,12.6
885801,ALACHUA COUNTY,540360,0,689931.65,0
705356,ALACHUA COUNTY,376200.19,0,344846.16,0
489529,ALACHUA COUNTY,108195.11,0,156449.48,0
955456,ALACHUA COUNTY,149014.66,0,180701.14,0
859480,ALACHUA COUNTY,37493.35,0,55733.31,0
949412,ALACHUA COUNTY,37493.35,0,50016.13,0
358084,ALACHUA COUNTY,67335.83,0,71639.94,0
317251,ALACHUA COUNTY,97636.96,0,146135.68,0
539088,ALACHUA COUNTY,76313.95,0,65168.68,0
430677,ALACHUA COUNTY,86414.32,0,135657.35,0
954464,ALACHUA COUNTY,86414.32,0,98574.54,0
954200,ALACHUA COUNTY,86414.32,0,124833.44,0
340013,ALACHUA COUNTY,76313.95,0,71004.33,0
902627,ALACHUA COUNTY,67335.83,0,92463.95,0
244270,ALACHUA COUNTY,76313.95,0,96335.06,0
692767,LEVY COUNTY,243518.4,243518.4,344727.08,0
236365,LEVY COUNTY,68647.5,68647.5,63298.49,0
674266,LEVY COUNTY,59670,59670,91117.88,0
963308,LEVY COUNTY,12020.58,0,18519,0
518598,LEVY COUNTY,841440.6,841440.6,849696.82,0
260452,LEVY COUNTY,155342.88,0,119536.35,0
595278,LEVY COUNTY,226541.7,226541.7,322493.89,0
485751,LEVY COUNTY,427679.1,0,562927.48,0
406077,LEVY COUNTY,766027.31,0,1154386.31,0
169135,LEVY COUNTY,664744.42,0,652832.2,0
923201,LEVY COUNTY,277781.64,0,304426.46,0
236457,LEVY COUNTY,6733.58,0,7187.56,0
635375,LEVY COUNTY,291142.19,0,371101.48,0
841093,LEVY COUNTY,55131.21,0,46188.93,0
106808,LEVY COUNTY,13782.52,0,15170.18,0
575168,LEVY COUNTY,84434.65,0,141774.72,0
948916,LEVY COUNTY,683807.75,0,847440.2,0
918005,LEVY COUNTY,13782.52,0,13683.22,0
841064,LEVY COUNTY,420322.62,0,647666.73,0
768728,LEVY COUNTY,971900.75,0,1185718.91,0
157694,LEVY COUNTY,160799.1,0,181220.58,0
318100,LEVY COUNTY,96479.91,0,156575.31,0
641131,LEVY COUNTY,96479.91,0,99287.95,0
763425,LEVY COUNTY,65632.24,0,104515.93,0
306265,LEVY COUNTY,13126,0,14752.68,0
176815,LEVY COUNTY,306284.9,0,318967.54,0
155232,LEVY COUNTY,47505.43,0,42677.26,0
928765,LEVY COUNTY,67968.79,0,75973.48,0
266856,LEVY COUNTY,433301.61,0,522520.14,0
682970,LEVY COUNTY,110168.16,0,81583.05,0
341048,LEVY COUNTY,124914.71,0,105912.68,0
528194,LEVY COUNTY,136943.13,0,242683.5,0
368540,LEVY COUNTY,95045.65,0,113707.39,0
443196,LEVY COUNTY,161424.2,0,180366.36,0
977611,LEVY COUNTY,95045.65,0,112777.37,0
590702,LEVY COUNTY,131359.87,0,128827.25,0
285156,LEVY COUNTY,121320.1,0,108915.12,0
716575,LEVY COUNTY,131359.87,0,179810.64,0
903196,LEVY COUNTY,110086.23,0,132690.68,0
152699,LEVY COUNTY,163556.5,0,127403.97,0
759180,LEVY COUNTY,94963.73,0,95805.49,0
323973,LEVY COUNTY,121320.1,0,104507.07,0
441617,UNION COUNTY,54000,54000,62952.55,0
662856,UNION COUNTY,36494.9,0,33234.3,0
278686,UNION COUNTY,11858.29,0,10018.73,0
362461,UNION COUNTY,75740.71,0,98468.61,0
238689,UNION COUNTY,5111.33,0,6912.56,0
645337,UNION COUNTY,8382.58,0,12902.47,0
527641,UNION COUNTY,84848.08,0,121163.06,0
408207,SEMINOLE COUNTY,1531829.7,0,1590434.44,0
587161,SEMINOLE COUNTY,1687849.2,0,1957820.68,0
578298,SEMINOLE COUNTY,1096678.8,0,1430524.28,0
537063,SEMINOLE COUNTY,1576848.6,0,1790133.14,0
579394,SEMINOLE COUNTY,291970.8,0,519240.87,0
404377,SEMINOLE COUNTY,73512,0,73512,0
738597,SEMINOLE COUNTY,55420.18,0,65490.02,0
410879,SEMINOLE COUNTY,33492.19,0,35050.25,0
362908,SEMINOLE COUNTY,68040,68040,53954.63,0
454976,SEMINOLE COUNTY,1845014.4,1845014.4,2246762.6,0
338215,SEMINOLE COUNTY,1305619.92,0,1610863.41,0
875118,SEMINOLE COUNTY,1437846.3,1437846.3,2495157.95,0
226240,SEMINOLE COUNTY,174760.74,0,223604.27,0
977459,SEMINOLE COUNTY,17568.54,0,16448.9,0
209130,SEMINOLE COUNTY,84144.06,0,89425.36,0
750680,SEMINOLE COUNTY,86918.04,0,98956.19,0
238441,SEMINOLE COUNTY,8356701.6,8356701.6,8353358.92,0
266782,SEMINOLE COUNTY,15300000,15300000,28350000,0
759677,SEMINOLE COUNTY,4517802.9,4517802.9,6591402.15,0
402439,SEMINOLE COUNTY,229482.9,229482.9,205079.92,0
496891,SEMINOLE COUNTY,434120.4,434120.4,335358.01,0
751880,SEMINOLE COUNTY,14200.2,14200.2,13791.09,0
180339,SEMINOLE COUNTY,486900000,0,407700000,0
739543,SEMINOLE COUNTY,738311,0,969653.37,0
538388,SEMINOLE COUNTY,582480.9,582480.9,685696.52,0
407948,SEMINOLE COUNTY,287946,287946,287742.71,0
453870,SEMINOLE COUNTY,11620.8,11620.8,13521.03,0
899599,SEMINOLE COUNTY,3805419.6,3805419.6,4060534.93,0
957107,SEMINOLE COUNTY,13410000,13410000,18990000,0
364806,SEMINOLE COUNTY,614512.8,0,836296.61,0
730960,SEMINOLE COUNTY,3199526.33,0,3953078.77,0
388639,SEMINOLE COUNTY,148092.36,0,233469.39,0
651762,SEMINOLE COUNTY,24864.89,0,20257.38,0
239767,SEMINOLE COUNTY,12706.69,0,18104.49,0
785452,SEMINOLE COUNTY,7953.11,0,10239.15,0
866634,SEMINOLE COUNTY,7770.28,0,12635.92,0
356785,SEMINOLE COUNTY,17953.91,0,21174.13,0
791177,SEMINOLE COUNTY,12889.52,0,11964.05,0
189065,SEMINOLE COUNTY,12889.52,0,17761.06,0
567288,SEMINOLE COUNTY,711209,0,1112902.68,0
696429,SEMINOLE COUNTY,147543.87,0,132937.03,0
173593,SEMINOLE COUNTY,23767.91,0,31177.56,0
483231,SEMINOLE COUNTY,62253.64,0,62787.53,0
524817,SEMINOLE COUNTY,1430645.35,0,1775123.28,0
433858,SEMINOLE COUNTY,17953.91,0,17198.05,0
515847,SEMINOLE COUNTY,777027.82,0,937406.37,0
248527,SEMINOLE COUNTY,7953.11,0,7077.56,0
244185,SEMINOLE COUNTY,7953.11,0,10352.88,0
887660,SEMINOLE COUNTY,228537.6,0,242225.63,0
190270,SEMINOLE COUNTY,228537.6,0,216790.76,0
627292,SEMINOLE COUNTY,24133.57,0,27316.79,0
752292,SEMINOLE COUNTY,411367.67,0,402909.95,0
411702,SEMINOLE COUNTY,182830.08,0,168238.77,0
261824,SEMINOLE COUNTY,4095091.97,0,3728040.69,0
